num_compra,usuario,nome,Tipo de Mercadoria,Filial,data_compra,valor_compra,Imposto,CPF NA NOTA?
24900957,92014,ROBERTO,TABLET 1,Loja Manicor é ,05/01/2019 17:34:41,R$1.40,R$0.06,Sim
25122653,92210,MATHEUS,FERRAMENTA 1,Loja Manicor é ,10/01/2019 11:05:03,R$13.71,R$0.62,Sim
24775043,92430,VALBNER,FERRAMENTA 2,Loja Manicor é ,03/01/2019 08:57:13,R$1.38,R$0.06,Sim
22959497,92752,FABIULA,VIDEO GAMES 1,Loja Manicor é ,24/05/2019 16:54:01,R$0.58,R$0.03,Sim
23916504,93688,DEBORA,PORTÁTIL FÇ VC MESMO,Loja Manicor é ,14/06/2019 11:24:33,R$3.70,R$0.17,Sim
23832563,94034,ANA,LAVADORA 1,Loja Manicor é ,12/06/2019 15:22:45,R$1.74,R$0.08,Sim
22831277,94282,ROSANA,LAVADORA 2,Loja Manicor é ,21/05/2019 10:40:40,R$9.91,R$0.45,Sim
25294955,94454,ROSINEIA,PORTÁTIL ANTENAS,Loja Manicor é ,13/01/2019 17:47:41,R$0.55,R$0.02,Sim
22902626,94696,STEPHANY,BEBEDOURO 1,Loja Manicor é ,23/05/2019 09:38:22,R$5.58,R$0.25,Sim
26275196,94893,KELBIA,SERV INSTAL ELECTROL,Loja Manicor é ,31/01/2019 17:39:56,R$1.88,R$0.08,Sim
24878057,95409,ESCARLET,FOGÃO INDUSTRIAL,Loja Manicor é ,05/01/2019 10:57:57,R$8.74,R$0.39,Sim
22963830,95502,ANDRESSA,EXAUSTOR VENTILAÇÃO,Loja Manicor é ,24/05/2019 18:08:38,R$11.90,R$0.54,Sim
24568255,95755,HALEF,ACESS CAMA/MESA/BANH,Loja Manicor é ,28/06/2019 17:21:50,R$3.59,R$0.16,Sim
22845189,96375,LUMA,COLC/ACESS CAMA/COLC,Loja Manicor é ,21/05/2019 16:52:51,R$2.20,R$0.10,Sim
25221784,96564,INGRID,LENÇOL,Loja Manicor é ,12/01/2019 11:17:30,R$2.90,R$0.13,Sim
25168272,96633,PATRICIA,COBRELEITO/COLCHA,Loja Manicor é ,11/01/2019 10:05:01,R$0.92,R$0.04,Sim
22340349,97520,JOCINEIA,EDREDON,Loja Manicor é ,10/05/2019 17:24:05,R$0.79,R$0.04,Sim
22370027,98056,LUCIANE,TOALHA DE BANHO,Loja Manicor é ,11/05/2019 10:56:30,R$3.20,R$0.14,Sim
23648022,99594,WANDERLUCIO,PNEU P/ AUTOMÓVEL,Loja Manicor é ,08/06/2019 17:09:59,R$5.54,R$0.25,Sim
23152093,100711,MITCHEL,CARTÃO SERVIÇO AUTO,Loja Manicor é ,28/05/2019 17:06:48,R$1.16,R$0.05,Sim
24278637,100986,ALEKSON,CAPACETES,Loja Manicor é ,22/06/2019 08:37:46,R$5.78,R$0.26,Sim
22182295,101325,MARIA,PORTA-RETRATO,Loja Manicor é ,01/05/2019 17:11:32,R$5.08,R$0.23,Sim
25589632,102553,MICHELLE,BOMBONIÉRE,Loja Manicor é ,19/01/2019 14:04:13,R$3.14,R$0.14,Sim
23178281,103376,ROBERTO,GERADOR,Loja Manicor é ,29/05/2019 11:06:34,R$8.18,R$0.37,Sim
23977951,104187,DANIELE,CÂMARA DE AR,Loja Manicor é ,15/06/2019 16:13:34,R$4.76,R$0.21,Sim
24795726,105092,RINALDO,ÓLEO LUBRIF P/ MOTO,Loja Manicor é ,03/01/2019 15:25:35,R$2.32,R$0.10,Sim
23792652,105106,KELY,ÓLEO LUBRIF P/ AUTO,Loja Manicor é ,11/06/2019 17:54:51,R$1.60,R$0.07,Sim
24145304,105835,RENATA,ACESS INSTRUM MUSIC,Loja Manicor é ,19/06/2019 14:30:33,R$6.91,R$0.31,Sim
24297672,106031,KAREN,INSTRUM DE SOPRO,Loja Manicor é ,22/06/2019 16:24:21,R$9.89,R$0.45,Sim
22288712,107720,MARCIO,MOTOR ESTACIONÁRIO,Loja Manicor é ,09/05/2019 17:27:03,R$0.56,R$0.03,Sim
22732386,108374,USIAS,MOTOBOMBA,Loja Manicor é ,18/05/2019 18:06:20,R$3.51,R$0.16,Sim
22009735,109053,PAULIANNY,BALANÇA INDUSTRIAL,Loja Manicor é ,04/05/2019 12:18:18,R$2.04,R$0.09,Sim
23121760,110111,BRUNO,ESTUFA INDUSTRIAL,Loja Manicor é ,28/05/2019 08:10:01,R$2.08,R$0.09,Sim
23957983,110442,JERONIMO,SANDUICHEIRA INDUSTR,Loja Manicor é ,15/06/2019 09:48:16,R$0.32,R$0.01,Sim
23532637,111306,JESSICA,CHAPA/FRITADEIRA IND,Loja Manicor é ,06/06/2019 10:20:45,R$5.99,R$0.27,Sim
25466313,111908,KELLEN,ACESSÓRIOS X-BOX,Loja Manicor é ,17/01/2019 11:15:22,R$1.70,R$0.08,Sim
22007893,112228,MARCELA,ACESSÓRIOS PS3/PS4,Loja Manicor é ,04/05/2019 11:44:46,R$3.20,R$0.14,Sim
24253710,114003,AUTO,P/MATERIAIS ELÉTRICO,Loja Manicor é ,21/06/2019 17:13:13,R$3.46,R$0.16,Sim
22626584,114162,HEVERTON,COMPLEMENTO MÓVEIS,Loja Manicor é ,16/05/2019 10:26:32,R$5.57,R$0.25,Sim
23534034,114643,FRANCISCO,TAPETE P/AUTO,Loja Manicor é ,06/06/2019 10:53:40,R$1.23,R$0.06,Sim
22920447,114728,FABIANA,LÂMP/INTERRUP/TOMADA,Loja Manicor é ,23/05/2019 16:54:28,R$0.58,R$0.03,Sim
24889833,115179,EUDI,ACESS. P/ BICICLETA,Loja Manicor é ,05/01/2019 14:39:28,R$4.10,R$0.18,Sim
25099537,116866,PEDRO,PATINAÇÃO E SKATE,Loja Manicor é ,09/01/2019 18:45:49,R$7.19,R$0.32,Sim
25097115,117947,GABRIEL,NATAÇÃO,Loja Autazes,09/01/2019 18:16:18,R$8.32,R$0.37,Sim
23276774,118174,CAIO,PAINEL,Loja Manicor é ,31/05/2019 12:35:46,R$5.88,R$0.26,Sim
25044114,118181,SORAYA,MESA LATERAL,Loja Manicor é ,08/01/2019 14:25:48,R$0.92,R$0.04,Sim
25747184,118494,RUANE,QUADROS E ESPELHOS,Loja Manicor é ,22/01/2019 10:22:53,R$15.24,R$0.69,Sim
25455524,118714,ALDEANY,ADORNO,Loja Autazes,17/01/2019 07:56:17,R$1.28,R$0.06,Sim
24772110,118784,IRISMAR,VASOS,Loja Autazes,03/01/2019 07:41:00,R$4.14,R$0.19,Sim
24227427,119021,MARIA,ACESSÓRIOS VIAGEM,Loja Autazes,21/06/2019 07:26:18,R$24.38,R$1.10,Sim
25559955,119512,BIANCA,MALA SOFT,Loja Autazes,18/01/2019 20:04:12,R$47.42,R$2.13,Sim
22667444,120083,EDRIA,ABAJOUR,Loja Autazes,17/05/2019 07:29:09,R$0.76,R$0.03,Sim
26238649,120802,ADRIANA,PERSI/CORTINA/DECOR,Loja Autazes,31/01/2019 07:26:50,R$1.45,R$0.07,Sim
25183309,120857,NAILSON,MALA RÍGIDA,Loja Autazes,11/01/2019 14:34:47,R$11.48,R$0.52,Sim
24587487,121187,ANY,CADEIRA DE COPA,Loja Autazes,29/06/2019 07:24:12,R$1.45,R$0.07,Sim
23170619,121202,SAMARA,ESTÁTUAS,Loja Autazes,29/05/2019 07:20:32,R$18.06,R$0.81,Sim
25520552,121220,DOREYAN,COFRE,Loja Autazes,18/01/2019 10:40:25,R$27.14,R$1.22,Sim
25785711,122852,MARCIA,VELA NATALINA,Loja Autazes,23/01/2019 07:31:39,R$1.47,R$0.07,Sim
25570022,122983,CARLA,CADEIRA P/ESCRITÓRIO,Loja Autazes,19/01/2019 07:29:08,R$2.39,R$0.11,Sim
25956997,123023,ADAILSON,CADEIRA DE SALA,Loja Autazes,26/01/2019 07:52:09,R$1.42,R$0.06,Sim
22523138,123700,MARIA,ARRANJO FLORAL,Loja Autazes,14/05/2019 07:21:25,R$1.44,R$0.06,Sim
25873995,123747,JOSENIRA,CHURRASQUEIRA A GÁS,Loja Autazes,24/01/2019 17:29:01,R$1.98,R$0.09,Sim
22571274,124417,WALLINY,CADEIRA GIR S/BRAÇO,Loja Autazes,15/05/2019 07:09:50,R$1.46,R$0.07,Sim
24950471,124917,ANTONIA,TAPETE,Loja Autazes,06/01/2019 14:24:04,R$3.98,R$0.18,Sim
25062034,124976,ELIJARLE,LANTERNA,Loja Autazes,09/01/2019 07:38:05,R$1.40,R$0.06,Sim
25164190,125079,LUCIANO,COMPL DE QUARTO,Loja Autazes,11/01/2019 07:53:08,R$1.41,R$0.06,Sim
25214006,125452,ALDIRLEY,BALCÃO COZ AÇO,Loja Autazes,12/01/2019 07:56:31,R$1.54,R$0.07,Sim
25570021,126637,PAULO,BELICHE/TRILICHE,Loja Autazes,19/01/2019 07:28:02,R$1.45,R$0.07,Sim
21945602,126656,PAULO,CABECEIRAS,Loja Autazes,03/05/2019 07:11:34,R$1.51,R$0.07,Sim
22826546,126667,VERONICA,APARADOR,Loja Autazes,21/05/2019 07:19:46,R$1.44,R$0.06,Sim
22860887,128167,MARIA,JANELA 10001 À 18000,Loja Autazes,22/05/2019 07:26:17,R$1.44,R$0.06,Sim
22723689,128882,AUTO,SPLIT INV18001À30000,Loja Autazes,18/05/2019 15:44:49,R$197.28,R$8.88,Sim
24933291,129348,LUCIANO,ESCADAS,Loja Autazes,06/01/2019 10:55:37,R$7.74,R$0.35,Sim
24624499,129406,AUTO,PIA,Loja Autazes,29/06/2019 18:25:58,R$5.07,R$0.23,Sim
24181201,129623,AUGUSTO,ESTANTE,Loja Autazes,20/06/2019 07:26:57,R$1.49,R$0.07,Sim
25183203,130286,DAVI,MESA P/ ESCRITÓRIO,Loja Autazes,11/01/2019 14:33:09,R$2.79,R$0.13,Sim
25874055,130487,ANTONIO,VALOR EMERGENCIAL,Loja Autazes,24/01/2019 17:29:08,R$10.12,R$0.46,Sim
22899954,130635,PAULO,LAVADORA/SECADORA,Loja Autazes,23/05/2019 07:28:00,R$1.47,R$0.07,Sim
22620835,130869,HANA,SIDE BY SIDE,Loja Autazes,16/05/2019 07:18:09,R$1.55,R$0.07,Sim
23528106,133026,KLEVERSON,CAMA DE SOLTEIRO,Loja Autazes,06/06/2019 07:33:40,R$1.44,R$0.06,Sim
22336477,133052,KARLA,CAMA INFANTIL,Loja Autazes,10/05/2019 16:28:34,R$5.44,R$0.24,Sim
22361209,133154,JANDER,MESA P/CABECEIRA,Loja Autazes,11/05/2019 07:23:53,R$1.55,R$0.07,Sim
26179716,134350,VLADIMIR,CAMA DE CASAL,Loja Autazes,30/01/2019 07:20:34,R$1.45,R$0.07,Sim
24932620,135187,FABIOLA,BALCÃO COZ MADEIRA,Loja Autazes,06/01/2019 10:46:35,R$11.14,R$0.50,Sim
22310434,136204,VANIA,PANELEIRO DE MADEIRA,Loja Autazes,10/05/2019 07:28:54,R$1.54,R$0.07,Sim
26014100,136810,JENNIER,COMPL COZ DE MADEIRA,Loja Autazes,27/01/2019 07:15:21,R$1.38,R$0.06,Sim
24624313,136926,STHERFANYS,BUFFET,Loja Autazes,29/06/2019 18:24:52,R$5.75,R$0.26,Sim
24870755,137446,KLAYSON,RACK/PAINEL,Loja Autazes,05/01/2019 07:28:29,R$3.69,R$0.17,Sim
24403732,138108,ELISANGELA,JOGOS DIVERSOS LAZER,Loja Autazes,25/06/2019 07:38:53,R$1.49,R$0.07,Sim
22938060,138259,FABIANO,COOKTOP ELÉTRICO,Loja Autazes,24/05/2019 07:13:11,R$1.51,R$0.07,Sim
23216323,139130,DEILCY,RECIBOS,Loja Autazes,30/05/2019 07:18:08,R$1.41,R$0.06,Sim
26179710,140324,LEANDRO,FILMADORA,Loja Autazes,30/01/2019 07:19:30,R$2.15,R$0.10,Sim
21997172,140375,KLISSIA,MÓVEL BAR,Loja Autazes,04/05/2019 07:22:24,R$1.83,R$0.08,Sim
24130744,140761,FRANCISCA,MESA P/ TELEFONE,Loja Autazes,19/06/2019 07:22:32,R$1.49,R$0.07,Sim
23474112,141372,CELIANE,BANHEIRA,Loja Autazes,05/06/2019 07:25:27,R$1.47,R$0.07,Sim
21881862,141492,HELLEN,FOGÃO DE EMBUTIR,Loja Autazes,02/05/2019 07:20:53,R$1.42,R$0.06,Sim
25183248,141813,RYNA,ARQ/GAVETEIRO ESCRIT,Loja Autazes,11/01/2019 14:34:11,R$1.47,R$0.07,Sim
25840669,142159,ELIZANDRA,ARMÁRIO ESCRITÓRIO,Loja Autazes,24/01/2019 07:40:34,R$1.42,R$0.06,Sim
23908360,142397,TATIANE,MESA INFANTIL,Loja Autazes,14/06/2019 07:23:50,R$1.47,R$0.07,Sim
23757732,144071,NAIARA,KIT COZINHA DE MADEI,Loja Autazes,11/06/2019 07:23:44,R$1.45,R$0.07,Sim
24736920,144219,JOAO,SINUCA,Loja Autazes,02/01/2019 13:47:51,R$1.49,R$0.07,Sim
24451916,144609,GRAZIELA,SORVETEIRA,Loja Autazes,26/06/2019 07:30:50,R$1.37,R$0.06,Sim
23408336,144814,JOICILENE,CADEIRA DE BALANÇO,Loja Autazes,04/06/2019 07:25:27,R$1.46,R$0.07,Sim
23579781,145318,GEUSIANE,CJ JARDIM FERRO,Loja Autazes,01/06/2019 10:28:45,R$8.89,R$0.40,Sim
22723588,146009,LETICIA,ESTANTE ESCRITÓRIO,Loja Autazes,18/05/2019 15:44:04,R$3.33,R$0.15,Sim
24772127,146023,PATRICIA,INSTRUM HARMÔNICO,Loja Autazes,03/01/2019 07:42:38,R$1.91,R$0.09,Sim
23620732,146398,JOSIVANIA,OUTROS ACESSÓRIOS,Loja Autazes,08/06/2019 07:31:35,R$1.47,R$0.07,Sim
25626834,146490,MONICA,SOFTWARES,Loja Autazes,20/01/2019 07:15:23,R$1.56,R$0.07,Sim
22205483,147458,ISAIAS,ACESSÓRIOS TELEFONIA,Loja Autazes,08/05/2019 07:26:39,R$1.47,R$0.07,Sim
22155934,148305,LUANA,ASPIRADOR ROBÔ,Loja Autazes,01/05/2019 07:22:21,R$1.47,R$0.07,Sim
24921070,148701,PATRICIA,AR-COND CASSETE,Loja Autazes,06/01/2019 07:23:55,R$5.64,R$0.25,Sim
23170944,149601,LUCAS,ROCK NACIONAL,Loja Autazes,29/05/2019 07:22:00,R$10.75,R$0.48,Sim
22223222,151086,MARIA,APARELHO BLU-RAY,Loja Autazes,08/05/2019 14:05:05,R$27.67,R$1.25,Sim
26243498,151706,ALESSANDRA,COMPL P/ ESCRITÓRIO,Loja Autazes,31/01/2019 09:02:03,R$37.63,R$1.69,Sim
23574347,152330,DELRY,LINHA MARROM,Loja Autazes,01/06/2019 07:31:41,R$1.46,R$0.07,Sim
22977184,153303,JOSE,AR COND JANELA 2,Loja Autazes,25/05/2019 07:20:19,R$1.45,R$0.07,Sim
25898634,153646,RICARDO,DEPURADOR 2,Loja Autazes,25/01/2019 07:47:54,R$1.46,R$0.07,Sim
23954252,154570,LINCOLN,SECADORA 1,Loja Autazes,15/06/2019 07:24:24,R$1.42,R$0.06,Sim
24091643,154689,FRANCIOLGA,VIDEO CASSETE/DVD 1,Loja Autazes,18/06/2019 07:26:21,R$1.42,R$0.06,Sim
23241241,157030,RILDO,IMPRESSORA/SCANNER,Loja Autazes,30/05/2019 16:46:17,R$8.39,R$0.38,Sim
23810188,157664,SINEON,PORTÁTIL INSTRUM,Loja Autazes,12/06/2019 07:20:01,R$6.24,R$0.28,Sim
25986239,160048,ENILZA,MICROONDAS 2,Loja Autazes,26/01/2019 16:34:10,R$3.87,R$0.17,Sim
25513673,160853,EURIZANGELA,PORTÁTIL ELETRO 2,Loja Autazes,18/01/2019 07:51:48,R$1.44,R$0.06,Sim
23122633,161083,EMANUELLA,PORT FÇ VC MESMO 2,Loja Autazes,28/05/2019 08:55:56,R$1.59,R$0.07,Sim
25888784,161989,MARIA,RÁDIOS AUTO 2,Loja Autazes,24/01/2019 20:20:05,R$27.58,R$1.24,Sim
25677737,164384,SIDNEY,BEBEDOURO 2,Loja Autazes,20/01/2019 20:28:48,R$10.93,R$0.49,Sim
22560271,165135,ITALO,TELEF CELULAR PÓS,Loja Autazes,14/05/2019 19:38:53,R$9.89,R$0.44,Sim
23025408,165649,FERNANDO,ENFEITE NATALINO,Loja Autazes,25/05/2019 19:08:41,R$15.22,R$0.68,Sim
26000467,166004,SALETE,PASTAS**,Loja Autazes,26/01/2019 19:24:29,R$48.11,R$2.17,Sim
24334205,166435,GILVANA,ADAPTADOR,Loja Autazes,23/06/2019 12:01:01,R$9.46,R$0.43,Sim
25049007,167376,ISRAEL,"TV 4K ACIMA DE 69""",Loja Autazes,08/01/2019 16:25:01,"R$2,322.00",R$104.49,Sim
22071387,168104,EDCARLOS,MESA AVULSA,Loja Autazes,05/05/2019 12:48:55,R$7.14,R$0.32,Sim
22516779,170105,ANDRE,BICAMA,Loja Autazes,13/05/2019 19:32:52,R$26.40,R$1.19,Sim
22654303,170426,MARIO,CAMA AUXILIAR,Loja Autazes,16/05/2019 18:42:47,R$19.70,R$0.89,Sim
23987727,171256,EWERTON,TELEF CELULAR PRÉ,Loja Autazes,15/06/2019 18:26:29,R$12.48,R$0.56,Sim
24084990,172486,ADRIANO,CENTRÍFUGA L BRANCA,Loja Autazes,17/06/2019 19:12:22,R$4.69,R$0.21,Sim
25335495,172487,MARIA,DRONE CÂM/MÁQ FOTOGR,Loja Autazes,14/01/2019 14:14:30,R$21.35,R$0.96,Sim
24022268,172742,RIBICA,"TV LED ACIMA DE 65""",Loja Autazes,16/06/2019 13:20:40,R$357.84,R$16.10,Sim
23794125,173037,ANDREZA,AMPLIFICAD/PRÉ-AMPLI,Loja Autazes,11/06/2019 18:13:48,R$10.14,R$0.46,Sim
24637801,173738,RICARDO,DVD SHOW,Loja Autazes,29/06/2019 21:28:03,R$2.30,R$0.10,Sim
22816353,174475,JEICYANE,NOVELA&SÉRIE,Loja Autazes,20/05/2019 17:27:01,R$19.57,R$0.88,Sim
25715978,175483,VERA,RELIGIOSO,Loja Autazes,21/01/2019 15:56:00,R$6.65,R$0.30,Sim
25771629,176326,LILIANE,SERTANEJO,Loja Manicor é ,22/01/2019 16:46:01,R$92.66,R$4.17,Sim
24917673,176826,KEILA,SAMBA&PAGODE,Loja Manicor é ,05/01/2019 21:16:36,R$88.44,R$3.98,Sim
24709453,177380,CRISTIANE,DVD NACIONAL,Loja Manicor é ,01/01/2019 15:30:30,R$142.07,R$6.39,Sim
24330350,178505,GREICE,ORG CASA/PRAT E SUP,Loja Manicor é ,23/06/2019 11:00:47,R$14.29,R$0.64,Sim
23330184,180132,ILSSISLANNY,OUTRAS MÍDIAS,Loja Manicor é ,01/06/2019 17:19:56,R$105.56,R$4.75,Sim
24033687,181083,CINTIA,ROUP CORRER/BASC,Loja Manicor é ,16/06/2019 16:44:10,R$18.74,R$0.84,Sim
21979361,181177,FRANCIANE,SMARTPHONE PRÉ-PAGO,Loja Manicor é ,03/05/2019 18:13:20,R$209.88,R$9.44,Sim
23731858,181878,MONICA,APARELHO GPS,Loja Manicor é ,10/06/2019 12:12:54,R$56.32,R$2.53,Sim
26063803,182497,ROSA,MINI-MALA/MALETA,Loja Manicor é ,27/01/2019 19:54:08,R$5.19,R$0.23,Sim
22892321,182542,MARIZA,TV DE PLASMA,Loja Manicor é ,22/05/2019 19:52:12,"R$1,953.36",R$87.90,Sim
23994544,182834,NAIANE,REGIONAIS,Loja Manicor é ,15/06/2019 19:48:34,R$45.99,R$2.07,Sim
25774403,183054,PATRICIA,NICHO DE COZINHA*,Loja Manicor é ,22/01/2019 17:48:32,R$18.36,R$0.83,Sim
25253677,184005,JANAINA,CANDELABRO/LANTERNA,Loja Manicor é ,12/01/2019 20:00:53,R$7.68,R$0.35,Sim
21979250,184075,ANA,CAIXAS E CESTOS,Loja Manicor é ,03/05/2019 18:06:47,R$113.72,R$5.12,Sim
21849064,187249,MARLISON,COIFA DE ILHA,Loja Manicor é ,01/05/2019 11:10:06,R$121.30,R$5.46,Sim
22673113,189392,DAYANE,ACESSÓRIOS DE ÁUDIO,Loja Manicor é ,17/05/2019 10:34:08,R$226.24,R$10.18,Sim
25064491,190320,DIANA,CABOS,Loja Manicor é ,09/01/2019 09:24:47,R$13.09,R$0.59,Sim
25246651,191183,PATRICIA,TV OLED / QLED,Loja Manicor é ,12/01/2019 18:24:36,"R$3,070.32",R$138.16,Sim
22424001,191222,CRISTIANE,ACESSÓRIO P/ TABLET,Loja Manicor é ,12/05/2019 09:55:22,R$94.84,R$4.27,Sim
23074225,191699,ADRIANA,COMPUTADORES 1,Loja Manicor é ,26/05/2019 12:42:02,R$99.93,R$4.50,Sim
23787012,194248,AUTO,SECADORA 2,Loja Manicor é ,11/06/2019 16:36:39,R$62.10,R$2.79,Sim
25913256,195001,AUTO,INSTRUM DE PERCUSSÃO,Loja Manicor é ,25/01/2019 12:39:19,R$94.62,R$4.26,Sim
24326760,195834,RAYANE,PASTAS,Loja Manicor é ,23/06/2019 10:06:43,R$16.64,R$0.75,Sim
24257840,197625,DAYANE,DESPERTADOR,Loja Manicor é ,21/06/2019 18:00:31,R$88.10,R$3.96,Sim
24136821,197647,ALINE,PRODUTOS DIVERSOS,Loja Manicor é ,19/06/2019 10:45:54,R$93.39,R$4.20,Sim
26268271,198867,ROSA,VIDEO GAMES 2,Loja Manicor é ,31/01/2019 16:10:18,R$83.65,R$3.76,Sim
25692982,199708,JOAO,FORRÓ,Loja Manicor é ,21/01/2019 10:21:51,R$103.08,R$4.64,Sim
24257994,200549,NATANAEL,VOLEIBOL,Loja Manicor é ,21/06/2019 18:05:00,R$47.24,R$2.13,Sim
22962193,200823,ALCILENE,COIFA 2,Loja Manicor é ,24/05/2019 17:34:41,R$310.92,R$13.99,Sim
25431495,201574,INES,FORNO 2,Loja Manicor é ,16/01/2019 17:32:48,R$27.32,R$1.23,Sim
24798665,202470,ELIONILDA,PORTÁTIL INSTRUM 2,Loja Manicor é ,03/01/2019 16:18:57,R$108.92,R$4.90,Sim
22998156,202759,TIAGO,AR COND SPLIT 2,Loja Manicor é ,25/05/2019 15:36:57,"R$3,981.60",R$179.17,Sim
24724964,202785,OSANES,TABLET 2,Loja Manicor é ,02/01/2019 07:55:28,R$101.39,R$4.56,Sim
25332996,204455,MANOEL,PORTÁTIL ANTENAS 2,Loja Manicor é ,14/01/2019 13:26:12,R$121.81,R$5.48,Sim
23320953,205734,SANDRA,POP INTERNACIONAL,Loja Manicor é ,01/06/2019 15:01:32,R$131.62,R$5.92,Sim
24153757,205961,DANIELE,DANCE&ELETR/FLASHBCK,Loja Lábrea ,19/06/2019 17:32:37,R$77.62,R$3.49,Sim
23375104,206940,FRANCIVALDO,SCANNER,Loja Lábrea ,02/06/2019 18:59:39,R$31.86,R$1.43,Sim
24883194,207306,FRANCISCO,NOTEBOOK 2,Loja Lábrea ,05/01/2019 12:30:57,R$30.80,R$1.39,Sim
25363166,207562,GIZELE,ACESSÓRIO ESCRITÓRIO,Loja Lábrea ,15/01/2019 08:51:55,R$13.79,R$0.62,Sim
21901370,208037,MILENA,CADERNO BROCHURÃO,Loja Lábrea ,02/05/2019 11:59:06,R$49.85,R$2.24,Sim
24322587,209341,ALCILENE,LAVA LOUÇA 1,Loja Lábrea ,23/06/2019 07:24:59,R$18.55,R$0.83,Sim
23374772,209361,SUZANA,CINZEIRO,Loja Lábrea ,02/06/2019 18:52:22,R$19.56,R$0.88,Sim
22150584,209751,DAYSEANA,VIDEO CASSETE/DVD 2,Loja Lábrea ,06/05/2019 20:01:02,R$30.68,R$1.38,Sim
25117497,209916,DENIS,EMBALAGEM P/PRESENTE,Loja Lábrea ,10/01/2019 09:09:55,R$13.67,R$0.62,Sim
24150435,211203,BRENDA,CJ JARDIM ALUMÍNIO,Loja Manicor é ,19/06/2019 16:30:32,R$36.96,R$1.66,Sim
24694298,211755,LEENA,LVR INF/JUVEN/QUADRI,Loja Lábrea ,01/01/2019 10:58:31,R$64.60,R$2.91,Sim
22871009,212442,JULIANA,ADEGA 1,Loja Lábrea ,22/05/2019 12:50:38,R$16.60,R$0.75,Sim
22782202,213095,MARIA,BASQUETE,Loja Lábrea ,19/05/2019 19:27:40,R$18.69,R$0.84,Sim
25995023,213373,NEILA,LVR RELIGIOSO,Loja Lábrea ,26/01/2019 18:22:33,R$41.77,R$1.88,Sim
23852965,214269,GILVAN,"CREME, GEL E ESPUMA",Loja Lábrea ,12/06/2019 19:49:00,R$64.26,R$2.89,Sim
26124435,214281,MICHELLE,ABSORVENTE,Loja Lábrea ,28/01/2019 20:00:36,R$23.86,R$1.07,Sim
23520699,215046,VANDA,COLÔNIA FEMININA,Loja Lábrea ,05/06/2019 20:17:56,R$57.11,R$2.57,Sim
25924015,216660,KEILA,LÂMINA DE BARBEAR,Loja Lábrea ,25/01/2019 15:46:36,R$2.18,R$0.10,Sim
24503338,216977,AUTO,LÂMINA DEPILATÓRIA,Loja Lábrea ,27/06/2019 09:34:49,R$38.28,R$1.72,Sim
25767419,217077,JOSE,ACESS P/HIGIENE MASC,Loja Lábrea ,22/01/2019 16:03:36,R$55.60,R$2.50,Sim
23090226,217371,ADONIAS,DESODORANTE AEROSOL,Loja Lábrea ,26/05/2019 17:05:05,R$29.18,R$1.31,Sim
23230167,217461,RITA,DESODORANTE CREME,Loja Lábrea ,30/05/2019 13:25:16,R$14.50,R$0.65,Sim
24827818,217602,BRUNA,CREME DE TRATAMENTO,Loja Lábrea ,04/01/2019 10:06:06,R$98.01,R$4.41,Sim
23496266,218170,JACQUELINE,CONDICIONADOR,Loja Lábrea ,05/06/2019 14:18:21,R$11.86,R$0.53,Sim
24556435,218418,WESLEN,SHAMPOO,Loja Autazes,28/06/2019 13:33:12,R$9.44,R$0.42,Sim
22631946,218655,DAMIANA,CREME P/PENTEAR,Loja Manicor é ,16/05/2019 12:22:05,R$39.17,R$1.76,Sim
24381423,218898,RAFAELA,ANTISSÉPTICO BUCAL,Loja Autazes,24/06/2019 12:45:50,R$5.62,R$0.25,Sim
24351973,219436,DANIELLY,CREME DENTAL,Loja Autazes,23/06/2019 17:08:45,R$38.76,R$1.74,Sim
22631995,219612,MARIA,FIO E FITA DENTAL,Loja Manicor é ,16/05/2019 12:23:42,R$13.97,R$0.63,Sim
22974109,220981,MAYARA,FRALDA G,Loja Autazes,24/05/2019 21:43:00,R$10.18,R$0.46,Sim
25385504,222271,FLAVIA,FRALDA P,Loja Autazes,15/01/2019 16:05:26,R$35.94,R$1.62,Sim
22957719,222317,MARCIA,FRALDA M,Loja Autazes,24/05/2019 16:21:14,R$2.84,R$0.13,Sim
26176432,222411,MARCUS,FRALDA XG,Loja Manicor é ,29/01/2019 21:08:16,R$66.13,R$2.98,Sim
22743990,223268,ROSANA,FRALDA XXG,Loja Autazes,18/05/2019 21:32:01,R$11.98,R$0.54,Sim
24629635,223531,ELCELANE,FRALDA RN,Loja Autazes,29/06/2019 19:19:26,R$35.76,R$1.61,Sim
22974072,223730,CRISTIANE,FRALDA ADULTO,Loja Autazes,24/05/2019 21:39:29,R$27.36,R$1.23,Sim
26038571,225784,ANDRE,LUBRIFICANTES,Loja Manicor é ,27/01/2019 15:06:25,R$17.18,R$0.77,Sim
24988496,226245,JADRIA,PRESERVAT MASCULINO,Loja Lábrea ,01/01/2019 13:09:32,R$47.18,R$2.12,Sim
22765591,227916,LIGIA,SABONETE INFANTIL,Loja Lábrea ,19/05/2019 14:08:49,R$57.18,R$2.57,Sim
24070254,228059,SIMONE,SABONETE LÍQUIDO,Loja Lábrea ,17/06/2019 12:27:59,R$93.07,R$4.19,Sim
22507197,229374,JANILTON,TINTURA,Loja Lábrea ,13/05/2019 15:45:21,R$65.12,R$2.93,Sim
